ecg_id,mean_rr_interval_I,sd_rr_interval_I,mean_r_peak_I,sd_r_peak_I,mean_pp_interval_I,sd_pp_interval_I,mean_p_peak_I,sd_p_peak_I,mean_tt_interval_I,sd_tt_interval_I,mean_t_peak_I,sd_t_peak_I,mean_qq_interval_I,sd_qq_interval_I,mean_q_peak_I,sd_q_peak_I,mean_ss_interval_I,sd_ss_interval_I,mean_s_peak_I,sd_s_peak_I,qrs_mean_I,qrs_std_I,RMSSD_I,R_HR_STD_I,R_HR_median_I,R_HR_min_I,R_HR_max_I,mean_heartrate_r_I
000067_20220105,-0.3446861082905927,-0.0810535690010089,0.123595587837598,-0.0186766363440096,-0.3797042337706008,-0.186863483526705,-0.9667054939201732,0.1953352433865864,-0.35418738970821,-0.1188285630450274,1.0924029535357525,-0.2637675985849467,-0.4219094956274107,-0.071644967437589,0.1574644453476461,0.5033009086340716,-0.3740051729455436,-0.1019823268695207,-1.82202215833394,0.6130346465578486,-0.4484034427962859,-0.1532810381355303,-0.0188908280383426,-0.1387941204917376,0.354644801547703,0.1715204315903627,-0.1369059847161317,0.1108628712922324
000067_20221207,-0.7529834625710986,-0.3447890366891826,0.0137590398572975,0.1349901638060901,-0.8443039706362065,-0.455589158857576,-0.1660244476060351,-0.507639096391068,-0.7161037134419121,-0.2586826808266601,0.3718756201564162,-0.1079457281160225,-0.7707252578945027,-0.2894446205564072,0.5017875251463088,-0.3536842140337543,-0.7437564300233742,-0.3771826298796305,-2.391253237437816,0.3799034610790922,-0.7452392695704954,-0.307061341681849,0.2683136685091211,-0.2357700881188438,0.6584212909673606,0.6241480148678018,0.02600993981204,0.4877420341065088
000068_20220105,-0.2790814726867353,0.6741386981937159,-1.4297575471039778,-0.45067893919102,-0.1824356823955779,-0.3142989142187919,1.3312932805993682,-0.5612491137708108,-0.2898251826716269,0.242430455212782,-0.064105095411836,1.127398951740229,-0.2057403217806984,-0.3505921363500823,0.1358838857202112,2.4513277629883654,-0.4415532168025771,1.3138241381371216,-0.7504614879890824,2.418127680801068,0.4992991435110717,2.210678779390974,0.0003313330917401,0.4735923143364889,-0.0571409329665141,0.2573635939360822,0.7454051589581122,0.1028466078641189
000068_20220928,0.0932128041752502,1.4220399066382856,-1.2192038282221411,-0.4872235596060726,0.2182298304307685,0.2599388409873911,1.2335181355429683,-0.5084685222949816,0.064948395629357,0.5510280593749158,-0.0255732736549276,1.3725705219823423,0.1541489567488405,0.1720568657258281,-0.1092528755736611,1.4627257078349278,-0.1030206450967955,1.871861198368875,-0.4758188663271126,2.1282044603424275,0.4333125880605507,2.193841430366325,-0.1446664822819164,0.8937666017181167,-0.3393676396648993,-0.3849262139982773,0.9510954315333562,-0.1389066859546001
000071_20220105,-1.2633916105426506,-0.2264350385123323,-0.2431285734714612,0.8532638129335124,-1.3362331037880248,-0.2412075923124451,0.5940098358548807,-0.0661588659137867,-1.126456376005071,-0.3116845849455427,-1.0400909660346935,-0.5129946219643694,-1.2304154049441065,-0.3749959334113248,1.0658814594712025,-0.6239120514611012,-1.206245334729826,-0.5239358290420321,-3.035235905600101,0.1520904422990325,-0.5408416532403446,-0.3414360630427443,0.7434032546986217,-0.0476964589082667,1.1010100817202524,1.432002309071838,0.6971277020157581,1.054904530220226
000110_20220105,-0.23144192067122,-0.4182904284934487,-0.8981786680190779,-0.3293040312749037,-0.2599517882255621,-0.442679439529744,0.9865420782094558,-0.5420699087113007,-0.2514636023186976,-0.3058565418652179,1.751692937422481,-0.0467314754303367,-0.2607152252112881,-0.353984614355472,0.1189630963937849,-0.5653377809295304,-0.2307874729202184,-0.4400862389293467,-1.0706091571044485,-0.4762640500515111,-0.5655864195477098,-0.4194033309771066,-0.0996624725170914,-0.3089669034021405,0.1184348484856837,0.2573635939360822,-0.2297657108180476,0.0050657956671758
000119_20220106,-0.8487875203433465,-0.6449560263724852,1.4930605242162542,-0.1775182089123511,-0.8991886259878556,-0.5892127488220216,0.4110146189211172,-0.3096348705616992,-0.8077065174361812,-0.4343941910227155,-1.6084216082220864,-0.6341887274545918,-0.8866437685567176,-0.3901594032188706,0.1801238958789792,-0.0868252931158859,-0.9034946780184262,-0.3016857903659367,0.578250777924455,-0.5143281875579243,0.2042214018443355,0.0840938010317389,0.3401311215745122,-0.3962617162268528,0.7227947703629896,1.0513266577200036,0.02600993981204,0.5801360111441812
000128_20220106,-0.049545449339254,-0.6362316029387204,0.0874066674047825,-0.2462739299220475,-0.0749400570031426,-0.5855453815903674,-0.0552664831063973,-0.4887627507492224,-0.0899187250546914,-0.4183198325590588,0.5337954830229147,-0.4793584473436973,-0.054362998405754,-0.4461036714091644,0.5193722286880665,-0.5993834156686308,-0.0441884778664753,-0.693681407246659,-2.9423327460633906,0.0222927839872532,-0.3516990345652235,-0.2033510996879204,-0.2101188367014784,-0.4185577466093456,-0.0763339564263302,0.228503589427864,-0.3430295919827172,-0.1474004057024961
000130_20220106,0.4669507038255878,-0.4653145835391828,0.7407119152182443,0.1431279580941686,0.4526001076731329,-0.4313921026353118,0.6580367476358607,-0.4949348578372536,0.3647370420911447,-0.3222067989457431,0.4572397921825066,-0.5736306655051101,0.4139053754583768,-0.3663336110570638,-0.3301335900804696,-0.3596745223029403,0.4514279612253135,-0.4546731566532242,-0.2942290164165405,-0.6519507423274593,-0.6588775623706413,-0.4390377074526211,-0.4703322372196039,-0.3653247134985247,-0.5053305162317571,-0.3250631112179575,-0.5343766951858393,-0.5294957997756204
000133_20220106,-1.924089640010348,3.58887482541795,0.0482246783647413,-0.0072854114811269,-2.0353687506007616,2.91942191220869,0.7492706244181524,1.514429857141257,-0.0586611410634162,-0.2369071818296905,-3.3310306285776754,-0.3632943178758013,-1.9078129334083875,3.6615445057505065,2.0252233302434104,8.037618268730844,-1.824166488008701,3.3877160052523063,0.5854875936118263,1.2652991059996477,3.2229487567191093,1.5748394300120103,2.7788306397355687,2.9476437256864885,3.931239211854356,-0.3730471295403076,2.36544060818747,2.767946070850776
000149_20220106,0.6466015397090107,0.0197383379840838,-0.4763786193380301,-0.5187172370469925,0.646390372248091,-0.0502119534255451,-0.098764436069726,-0.6612798365789124,0.5252873598645158,-0.0668567651326224,0.4256957722546234,-0.6113500555404144,0.5393659586446159,-0.0369884062598732,0.1315803870582117,-0.8481466452977994,0.578006260417821,-0.0401952076211263,0.124227473065883,-0.7384113381173012,-0.8238436950148368,-0.4348907080388056,-0.540967032935241,-0.1898720326876327,-0.6412526992275083,-0.7837518692428992,-0.4657011522443761,-0.6422386158965322
000150_20220106,-0.6401184082092732,0.4853257336237304,-0.2655940301504019,-0.3865973408264381,-0.579366930605407,-0.3512341508873753,0.0068408978485066,2.0487472943550458,-0.6068313330426575,0.1154974839213135,0.894264253300765,3.0818640663884778,-0.6025020533968987,-0.3007139522504137,-0.4400748848463032,0.42769614618961,-0.495433181404084,-0.5333766913467486,0.8895905238776938,-0.5550563763803621,-0.1696675988087981,-0.1905825722911934,0.2456914044083737,0.4552820222455136,0.3115156046196324,0.7056556639637392,0.9510954315333562,0.4260319931573414
000152_20220106,0.6109119763303844,-0.6397955264104315,2.985059875393742,0.412117083502372,0.6072596457473785,-0.5974006462374691,1.1201928806812236,-0.7113013622989202,0.4956281750546132,-0.4166416518731328,-0.3088681009713815,-0.5670680236756134,0.5502206972301449,-0.4923952825834667,-0.9104435382197852,-0.2948241304824834,0.5869202251496876,-0.6138907037681169,0.2372076759390643,-0.6035459794146821,-0.7498935362309606,-0.4347323086033345,-0.5350170367681383,-0.4380512752998823,-0.6000938495043733,-0.3730471295403076,-0.6207540312471685,-0.628217923193064
000162_20220107,-0.4878818232561129,1.0583326118578735,3.604080882797168,8.07103806801974,-0.5278702169421308,1.1607752814490362,2.578271257939925,0.609161633983501,-0.6498428019232143,1.257600502838057,-1.1623893262499867,12.85139945634103,-0.5897792900315334,0.7000228784322792,1.2603376591652982,-0.0498819099179654,-0.7437564300233742,2.456739267598121,-0.5110651852702048,1.8020913165105408,2.7547344455327663,2.695424484035576,0.2062858526868888,0.8768776371430276,0.2131836674586857,0.0878413825810875,1.3192135501160442,0.3369764470618198
000164_20220107,-0.2821291207954718,-0.4430191610852906,-0.2249608563311002,-0.5445627686618286,-0.3167638059599301,-0.4350443698846654,-0.4433700100681362,0.0419987195280369,-0.29593461954265,-0.3045921489662835,-0.0386775625962864,-0.4497016467581995,-0.3247217199197607,-0.3185698656355801,0.1414305088984319,-0.0263876891011106,-0.3347837281253296,-0.3085529234706524,0.7437667790377388,-0.3325495251298815,0.3821161667596477,-0.0042470970282126,-0.0684546645821503,-0.3189813076985851,0.131372510452803,0.2429025594190618,-0.2088395753584612,0.0479394715936695
